Width: 100
Length: 200
Depth: 400
99.98 10.1962 195.625
99.98 60.6741 40.2453
99.98 83.5885 4.11246
99.98 50.5767 282.471
99.98 96.4085 90.1104
99.98 89.9758 5.25251
99.98 81.9832 333.651
99.9801 39.4663 290.271
99.98 95.4194 294.581
99.98 93.1417 256.282
99.98 4.72284 198.915
99.98 60.3967 132.56
99.98 30.0828 129.552
99.98 83.6883 377.57
99.98 2.07158 111.393
99.9801 90.0956 291.591
99.98 26.8112 131.663
99.98 74.8991 124.282
99.98 85.2245 182.698
99.98 62.2505 50.9271
99.9801 31.3989 20.1533
99.98 77.6114 308.251
99.98 8.82524 23.6336
99.98 42.2414 371.221
99.98 18.3943 79.3211
99.98 12.3979 69.5935
99.98 98.8864 34.4246
99.9802 64.681 3.50244
99.98 60.9285 308.041
99.98 34.3268 196.655
99.98 65.5832 77.0589
99.98 9.28555 83.5165
99.9804 18.3943 101.685
99.98 85.0848 73.486
99.98 2.18163 216.633
99.9802 72.9769 170.772
99.9804 49.0676 383.1
99.98 90.2854 300.241
99.98 34.6896 344.431
99.98 73.8779 201.405
99.98 15.7311 128.204
99.98 1.39129 386.87
99.98 97.5375 341.551
99.98 2.97199 12.9629
99.98 18.8149 370.141
99.98 60.4594 155.933
99.98 33.9239 302.531
99.98 72.7395 270.531
99.98 74.0357 226.263
99.98 15.0304 131.371
99.98 80.938 133.178
99.9801 14.71 218.763
99.98 66.46 219.533
99.98 38.4196 214.863
99.98 40.4145 396.81
99.98 1.87149 249.172
99.98 50.5014 15.413
99.98 80.6876 72.1451
99.98 86.2822 242.372
99.98 74.2057 225.923
99.98 60.4017 227.413
99.98 88.0389 387.67
99.98 73.4124 352.821
99.98 45.625 312.101
99.98 1.55135 194.426
99.98 10.2963 356.441
99.98 84.8254 320.261
99.98 3.4322 250.552
99.98 74.7702 12.6029
99.98 76.8855 200.825
99.98 40.292 192.156
99.9805 15.8613 186.687
99.9801 50.066 235.652
99.98 89.3068 361.691
99.98 5.92348 138.34
99.98 66.345 303.601
99.98 10.0861 323.041
99.98 12.6681 52.4074
99.98 21.2386 346.321
99.98 63.4212 241.932
99.98 84.4563 137.012
99.98 60.9563 54.6779
99.98 94.8599 228.693
99.98 1.56136 288.151
99.98 93.7411 12.5529
99.98 62.4011 130.433
99.98 1.27124 55.7582
99.98 26.8412 229.653
99.98 3.98247 161.927
99.98 11.5973 302.431
99.9801 27.3428 58.9191
99.98 48.1619 62.0001
99.98 24.014 87.995
99.98 47.3945 225.903
99.98 61.2045 345.851
99.98 81.0663 250.252
99.98 47.2807 250.842
99.98 46.7524 364.411
99.9668 39.5172 304.841
99.98 66.106 324.621
99.98 72.2946 341.381
99.98 32.3339 335.841
99.98 70.4019 244.052
99.98 79.2434 346.791
99.98 60.2102 219.913
99.9801 62.31 136.398
99.9801 55.23 118.338
Iteration : 9
62.4988 87.0888 243.883
61.4873 96.3235 76.1929
24.6071 85.2836 235.963
80.7685 61.2034 341.391
95.643 12.8431 208.855
35.6698 27.6351 151.347
99.7768 79.218 125.397
30.6484 94.9551 89.519
18.3161 34.0543 129.478
85.2013 37.2006 9.57344
52.0476 45.8418 154.81
26.6175 62.7094 34.2658
98.8819 88.4058 239.153
6.22461 78.4922 79.8174
45.9138 51.7923 168.186
7.03469 69.9682 5.48319
52.538 23.6921 164.069
19.0762 37.4239 250.472
50.7367 7.17794 168.946
33.7292 11.742 150.998
27.5977 43.6139 132.02
70.7773 39.4508 153.932
44.3931 70.2711 42.4071
69.2929 98.0816 247.252
53.0484 45.2398 357.411
85.5089 88.1963 109.305
73.2364 61.0799 318.251
97.7763 2.40482 272.732
3.01431 18.9316 293.441
96.7458 70.1685 166.408
22.7268 87.1387 86.2896
5.15451 30.1972 135.342
15.5557 64.2128 8.63338
83.4356 96.9927 359.191
49.5359 38.7872 332.861
39.7011 6.53747 68.3063
63.0496 74.6828 255.802
54.6097 99.0806 180.67
38.8008 90.6315 46.1178
33.1591 16.7882 125.566
37.6904 2.55491 296.461
16.5858 0.833971 187.758
40.9016 78.0649 258.342
97.4384 63.7531 27.815
55.4804 50.2491 7.14329
57.9229 96.8529 291.181
93.4406 30.0866 348.081
96.7838 70.7899 258.352
60.576 38.5426 27.2749
0.844122 32.8543 289.211
36.36 38.8994 22.2344
6.1146 70.2711 315.511
39.0609 29.4533 302.361
54.6097 4.43622 124.901
89.1051 68.632 199.726
26.1774 38.0845 245.673
32.0688 21.9477 54.57
56.1811 16.648 1.74299
22.4467 61.972 345.511
62.5589 90.382 226.423
20.2664 30.7201 195.047
34.6695 13.634 397.741
34.0993 14.7954 79.6572
8.65486 39.0831 124.605
29.5782 38.7974 341.541
91.3209 79.1583 394.281
35.7698 10.9011 243.663
57.7827 19.693 273.352
94.288 64.4035 291.501
27.5677 42.0757 42.6771
87.9386 20.6449 264.822
22.2467 53.4302 201.646
76.1811 78.2239 54.8501
52.528 24.8454 25.5147
73.8088 91.53 227.543
26.2875 38.93 311.561
44.4231 15.0858 145.126
80.8292 4.376 140.443
44.8133 40.5371 287.221
58.4134 42.2316 68.3263
49.3458 51.3349 52.4394
99.4708 89.2441 70.4177
92.1427 89.1543 285.071
28.1879 17.6194 259.922
61.4673 71.0056 63.4535
62.2184 44.5602 286.081
42.5223 98.5012 375.971
85.2833 61.5172 311.801
89.594 61.3447 91.376
8.31482 37.495 73.0999
32.1988 42.5232 222.554
98.6662 56.8489 306.581
97.586 47.4414 127.266
35.5698 44.9797 81.51
98.8541 53.036 119.906
64.9429 77.5881 313.941
56.8718 45.886 382.081
78.2048 66.8095 390.041
82.8866 8.79923 17.674
71.299 34.8721 66.225
73.5276 66.9333 10.1035
65.6343 33.5701 276.412
66.6464 66.3826 388.821
82.7444 11.5417 159.614
84.9352 61.1026 72.5594
66.3658 5.74691 252.862
87.0754 30.2374 322.201
92.1427 73.22 124.509
48.5853 2.26474 246.902
23.2669 90.7613 89.3585
10.085 64.9281 159.334
43.1425 8.0186 265.022
18.086 7.3781 287.291
61.6475 99.4403 137.244
43.9729 98.4413 71.7888
95.4452 39.5326 190.698
90.3569 65.0934 172.364
68.2501 69.7827 105.564
34.3594 71.2215 261.182
4.93448 6.26728 347.581
76.966 11.0813 214.554
31.2686 93.6768 266.402
68.2301 20.5647 116.983
52.3078 15.1259 333.711
39.7412 52.4907 163.66
98.3873 52.8706 171.584
98.7917 91.5799 199.126
75.1051 52.2812 129.301
72.2525 73.8323 205.395
14.5656 36.511 355.261
85.0068 28.77 398.381
93.6628 70.6234 339.881
85.8786 54.0606 164.349
77.1371 74.5047 241.213
24.2471 83.7384 15.2838
25.3673 65.9116 137.441
89.7222 88.9048 304.461
89.4768 15.8568 174.503
69.4634 19.3925 217.184
78.8701 92.4186 52.8895
49.726 12.4927 44.6475
27.4777 61.0774 75.5422
10.285 17.1287 31.8054
46.3241 33.2373 173.553
93.1373 97.4223 135.498
14.0355 74.2969 257.642
60.7162 37.932 166.937
49.756 22.7897 308.371
21.7166 75.9507 62.7332
6.48463 4.8363 130.245
44.7233 45.2833 213.334
99.6563 4.366 287.461
68.7715 37.3224 139.53
76.3823 63.8934 291.481
17.2859 69.3248 150.938
21.3566 68.3257 314.121
60.4959 16.007 210.585
19.4762 13.6641 91.7174
22.8068 25.2968 182.18
31.9287 47.8088 277.582
86.8373 70.5842 384.071
11.8252 35.863 329.841
22.5067 15.4863 66.8754
12.8153 72.2421 270.622
97.6143 49.1774 259.982
74.4317 12.8531 374.031
12.9854 27.1198 128.931
3.83438 53.1812 308.161
47.1245 87.3981 337.381
53.789 87.9568 115.077
46.0639 93.4271 141.068
84.4446 87.9868 309.861
4.58445 96.2436 190.958
26.0274 72.3549 265.852
51.2871 33.6508 9.14341
81.5073 89.6234 388.261
62.1382 98.1615 231.733
12.2453 17.8899 63.9237
42.1921 88.1065 79.3468
8.43483 82.5426 243.693
72.383 94.286 282.981
36.5501 33.7113 295.781
98.9071 67.1814 359.711
98.0176 34.347 42.7371
87.2517 93.1775 35.716
57.082 21.4065 277.622
36.1199 76.9328 216.154
58.8139 97.4223 140.254
23.987 47.6419 168.186
42.3822 5.40668 235.613
47.0945 69.9842 142.36
61.6876 22.9301 61.4826
54.5096 83.1703 262.352
87.2206 71.9487 295.391
62.5288 24.1834 253.382
46.1139 47.1616 334.521
26.5075 43.8678 80.4283
79.4855 71.2938 56.1705
52.7882 53.9764 370.491
38.8208 70.5255 22.1944
47.8649 85.0243 281.712
52.6381 23.9127 44.4474
48.3252 62.4099 58.9215
65.484 78.4624 218.914
86.1975 55.9225 156.168
74.1203 17.4592 170.155
97.6542 45.5561 285.361
73.156 66.657 273.952
78.5172 76.0003 356.561
73.0657 49.9678 217.284
71.8811 47.0462 272.622
10.9251 80.7402 246.062
3.36434 65.9491 181.58
46.4441 76.3077 9.16341
29.2681 43.3926 267.642
78.0435 87.6575 183.61
16.3858 38.227 57.541
97.8633 39.6042 344.771
46.244 68.2967 288.921
86.9512 47.1385 169.965
25.4073 71.0447 269.362
20.2764 25.8887 64.1539
19.7963 87.3083 188.498
63.4803 22.0981 204.635
59.4847 33.6003 351.701
87.034 76.9427 229.583
3.40434 10.7209 187.448
72.895 10.4507 190.028
12.9453 92.3787 397.201
88.8726 48.9929 134.124
59.4947 27.4544 175.402
13.3854 36.7644 160.673
35.6898 44.9797 377.181
76.8754 22.0179 50.5989
49.7761 95.075 40.5867
73.2364 62.9586 327.161
72.9251 68.981 305.221
46.3241 40.8148 217.734
6.74466 42.1381 289.351
14.5556 68.2677 66.7953
11.7552 24.1834 130.712
65.6443 71.3939 351.541
14.6956 61.3094 316.371
58.7538 85.832 360.191
3.52435 22.5291 133.245
61.9379 83.5789 375.721
56.9418 4.44605 281.962
4.0444 72.048 283.821
88.6934 36.3591 185.669
43.6327 61.2114 243.723
90.1624 68.0746 341.901
1.59419 34.8418 377.871
8.22481 97.9917 335.011
45.9739 44.2609 191.008
47.995 71.8995 205.195
57.2121 22.1582 136.05
28.0178 11.5017 282.781
8.54485 44.8072 353.931
91.5773 11.8521 351.851
97.803 7.77841 332.451
57.1921 46.5559 34.4058
73.8189 30.8308 164.639
80.1217 76.1788 31.4654
82.917 63.7619 387.401
19.0162 94.4058 383.271
4.54445 31.8874 80.3282
91.3987 12.0222 336.251
87.8968 39.8294 206.145
7.85477 5.96706 53.0495
57.3823 62.5762 233.833
39.6511 95.9639 396.381
33.5692 39.8498 374.231
11.1751 61.5585 179.461
41.6019 62.7469 293.681
44.6732 16.4076 238.103
69.1625 86.9691 83.6739
34.4594 38.3389 279.372
53.9791 0.823965 41.7269
66.5261 63.2966 184.709
72.5034 47.8928 348.151
47.6548 20.224 53.7498
69.674 27.6954 328.751
73.1159 6.81768 203.356
50.3564 3.28533 20.7143
49.0656 21.5568 136.355
28.998 92.2089 234.713
91.2876 57.1422 46.7179
54.6797 4.99622 124.431
16.2358 47.4531 305.971
12.0252 11.2715 144.201
46.4541 19.3123 65.5946
49.3958 81.8653 185.789
22.2767 16.8583 228.373
4.0444 22.5692 231.703
1.17415 89.8729 177.811
51.207 93.0776 241.203
20.6864 33.7113 58.8715
1.29416 9.75005 244.073
30.8785 3.53548 336.121
31.0585 25.979 189.938
9.70497 7.31805 383.681
61.8578 92.6483 32.6755
35.5498 92.0492 177.532
79.2434 67.3249 138.896
24.037 85.3633 51.5491
83.3745 67.9493 96.3641
65.0531 32.8039 71.6387
77.4593 98.9008 40.2567
66.1653 7.15793 226.653
34.0593 42.19 286.481
72.9853 45.8088 296.961
87.0236 73.2989 174.943
89.1475 25.3268 251.882
94.7575 49.9823 295.991
11.5552 45.7317 326.261
38.1306 89.1244 144.559
7.30472 27.4745 161.352
87.2725 86.3906 8.03334
12.4953 61.364 249.032
53.5488 8.23877 142.45
17.476 22.92 99.8586
22.5768 30.6396 135.223
58.6337 80.4118 188.448
41.882 7.65831 79.6171
14.8256 53.2111 318.191
4.17441 42.544 357.791
42.5023 87.7672 58.1712
77.2277 80.7203 0.802942
1.60419 67.56 288.371
2.61427 25.7181 309.391
23.1069 5.78694 325.451
58.4134 89.9228 23.1345
23.6169 34.1048 111.725
98.9871 86.5147 283.221
57.9629 88.5455 179.301
56.6515 81.1284 87.7435
26.2775 69.812 166.657
99.7338 48.5192 335.271
78.9609 70.8236 253.582
91.4656 51.7128 21.0443
85.4268 63.7269 252.052
25.2372 85.6326 34.8158
55.6606 8.0186 238.103
83.222 68.1638 7.03328
44.0629 31.8471 86.6305
64.3118 68.9166 94.2098
16.8159 6.39737 128.495
45.2235 39.8396 359.681
92.2114 29.2021 323.141
39.351 88.9447 84.9064
73.9394 3.94573 277.202
97.4185 32.5924 177.592
94.106 23.6921 181.29
62.2184 14.9757 105.709
40.7515 61.3865 287.181
53.4287 40.9177 234.963
63.5204 42.4919 194.487
63.29 68.8516 355.991
69.2227 63.8934 98.7254
30.1783 77.3398 258.872
51.177 95.5044 217.574
89.594 66.9619 277.632
11.2151 85.3733 172.124
91.9037 72.3819 178.761
54.5396 21.166 173.243
26.8776 32.7838 330.331
85.3961 27.344 94.2903
79.2938 86.5901 312.821
21.6666 26.1295 362.691
86.4655 17.6495 387.761
34.4394 40.6707 328.121
71.3793 80.4615 70.6679
43.5327 89.7831 28.7051
93.4897 83.0209 101.441
45.4936 17.3691 106.418
80.0914 38.6241 331.431
68.601 70.5139 330.231
46.9344 73.0621 74.4011
36.9402 72.8056 265.082
91.3542 27.1532 40.4167
80.8191 72.8747 306.611
11.8652 46.2415 314.061
82.5616 43.3084 262.002
82.024 6.53747 125.498
7.79477 15.5965 277.222
88.8093 30.3681 101.055
87.3763 92.3986 284.351
23.0268 16.3375 1.07296
43.0925 70.5403 336.721
65.9649 9.3497 40.2367
10.325 65.0015 110.772
19.9663 17.8398 5.5632
0.714111 78.3133 229.613
79.4048 32.683 81.5701
99.367 29.403 83.1228
8.73487 24.8153 266.302
64.4119 82.0645 290.431
57.6526 77.2406 32.8256
62.0982 98.5312 371.551
73.8289 42.4085 175.542
2.8943 61.6149 94.582
38.9109 65.659 273.642
48.6754 7.09788 351.001
13.3354 1.99459 126.403
84.118 88.1065 218.564
84.1996 2.24473 301.921
99.4708 38.6038 339.041
78.1241 32.7133 49.8987
97.5144 36.035 172.234
53.5888 12.2525 228.193
11.9152 29.1719 306.901
27.2176 41.196 175.692
94.1966 47.5709 90.6029
31.3586 18.1002 97.5338
18.9362 14.415 303.271
34.4894 72.107 130.292
46.6842 84.2866 375.511
63.6206 60.8439 295.701
53.9491 26.2499 262.722
52.8983 66.6384 63.8437
36.0299 67.1799 325.651
15.2656 90.5816 323.331
21.9667 84.3564 350.561
16.3858 74.9996 344.791
51.3371 90.1624 283.931
56.2712 39.7884 268.662
79.3543 15.947 244.723
54.0492 74.3068 180.79
89.4129 66.1655 108.693
51.6974 91.6298 281.052
26.3275 69.1526 19.4642
8.88488 68.5945 159.184
22.3567 27.4745 361.601
6.27461 76.913 394.531
70.5165 50.9499 35.686
5.78457 29.1317 381.081
93.4528 72.0083 227.143
19.0562 47.5473 121.246
52.4479 31.4244 201.066
11.5452 13.8843 175.163
63.1798 48.4316 325.321
68.0897 50.3556 195.717
38.2406 65.5751 131.114
23.3269 45.1855 354.151
25.1372 2.0146 152.235
72.142 19.9335 188.578
40.0013 33.7113 171.774
41.992 27.7355 303.171
83.1101 99.4903 372.801
38.2306 36.6428 292.781
22.0967 22.9601 257.242
57.0219 99.0107 321.521
49.3258 22.6193 370.881
22.3467 71.929 148.574
56.071 19.2522 147.308
97.6542 84.9047 189.058
78.9811 27.1332 129.809
21.1365 64.0703 206.635
79.5158 39.7987 267.152
61.277 98.8908 64.2239
97.7375 41.9201 237.633
30.3383 97.6421 106.314
71.6302 60.9053 253.772
45.2535 24.3439 143.325
79.1122 31.5653 137.145
46.5142 62.2574 74.351
35.1196 88.1763 57.9912
32.929 3.31535 145.455
4.49444 61.2616 191.038
68.0596 66.978 169.555
40.6815 75.4057 362.831
2.07423 90.1224 283.351
21.7666 20.5146 214.894
35.3297 72.2046 109.939
58.7438 62.2424 90.1713
87.8551 24.6147 76.4232
38.4407 72.2609 14.8938
75.0247 20.5848 233.223
55.2102 39.4713 9.95346
66.6564 69.3053 67.6058
76.7546 20.8453 167.397
63.5004 66.7524 80.9892
2.76429 69.4306 299.691
78.0234 70.831 42.5871
13.7855 50.5265 350.021
9.0849 7.84846 39.7666
32.929 16.7681 371.401
33.6392 39.6451 114.042
65.5842 78.3928 32.5155
23.1369 19.5928 39.5766
10.6351 93.8366 59.1816
87.4282 9.43978 89.4889
70.7472 65.6217 280.102
68.6912 33.7415 335.641
39.7412 17.2088 390.051
29.1381 30.7905 8.04334
91.9945 45.8088 300.921
65.6743 60.9376 84.5356
1.56418 42.826 358.851
15.1256 99.3704 57.9412
100 36.746 16.4508
99.9942 16.1172 273.842
99.9943 88.8948 156.308
99.9944 27.3952 289.681
99.9942 87.867 376.691
99.9942 95.6742 327.651
99.9942 1.02407 104.221
99.9942 22.8699 346.411
99.9942 22.4589 179.341
99.9942 77.7272 391.061
99.9942 30.1368 165.218
99.9942 46.0078 205.585
99.9942 8.2788 339.801
99.9942 62.2511 296.651
99.9942 61.0058 316.511
99.9942 49.204 108.197
99.9942 89.2541 61.8127
99.9944 27.9052 289.001
99.9942 72.0963 86.6205
99.9942 19.4225 269.592
99.9942 40.147 312.451
99.9942 75.9111 43.6973
99.9942 11.2715 324.021
99.9942 72.707 199.896
99.9942 68.9405 178.231
99.9942 69.6462 366.461
99.9942 49.8954 94.7229
99.9942 23.7723 36.076
99.9942 78.5916 137.511
99.9942 51.8732 157.746
99.9942 43.1298 224.374
99.9943 31.7867 186.489
99.9942 17.2489 230.763
99.9971 38.5324 182.97
99.9971 58.1244 134.366
99.9942 67.9135 209.255
99.9942 93.3472 202.306
99.9943 83.1006 83.7039
99.9942 36.582 377.921
99.9942 96.0138 98.9276
99.9971 37.7287 388.871
99.9942 63.5189 354.011
99.9942 61.9649 144.768
99.9942 83.4992 52.5594
99.9971 72.4607 277.112
99.9942 13.2936 78.9262
99.9942 99.1905 369.351
99.9942 2.10465 153.603
99.9942 71.9192 295.441
99.9942 45.2398 57.2709
99.9942 83.3895 106.282
99.9942 6.88773 78.0851
99.9942 11.1113 37.4762
99.9942 78.3133 338.641
99.9942 80.2012 124.027
99.9942 46.874 164.329
99.9942 60.8443 299.301
99.9942 64.0348 249.802
99.9942 29.4432 28.6451
99.9949 67.2962 195.847
99.9942 9.00941 63.9538
99.9942 61.2277 168.646
99.9942 61.1096 70.4477
99.9942 66.0055 163.08
99.9942 16.3575 203.166
99.9942 3.94573 381.131
99.9942 32.2902 220.064
99.9942 77.8861 101.441
99.9942 98.9708 257.902
99.9942 37.0788 396.231
99.9942 10.2305 207.885
99.9942 33.1365 166.987
99.9953 80.581 196.807
99.9942 72.0475 260.952
99.9942 50.0555 231.203
99.9942 4.48607 75.5322
99.9942 42.3252 308.691
99.9942 36.4198 44.2974
99.9942 62.2715 261.212
99.9942 82.1043 220.894
99.9942 86.3507 370.281
99.9942 68.345 157.996
99.9942 1.6444 172.504
99.9942 62.97 35.0759
99.9942 45.4358 195.987
99.9942 43.5612 65.7647
99.9942 85.4631 342.441
99.9942 29.0915 379.071
99.9942 75.5333 254.322
99.9942 87.1387 324.171
99.9944 2.81506 271.162
99.9942 32.0284 183.799
99.9928 34.7105 42.327
99.9942 21.637 110.096
99.9942 42.4502 155.35
99.9942 28.4586 204.515
99.9948 17.8999 391.511
99.9942 67.0477 67.976
99.9942 85.6525 329.571
99.9942 78.363 100.548
99.9942 71.0056 330.631
99.9942 55.67 68.1762
99.9942 52.2362 50.3088
99.9942 87.2784 291.721
99.9942 56.5597 356.521
99.9942 47.3477 147.777
99.9942 10.6509 238.313
99.9942 61.0247 158.126
99.9943 77.459 311.051
99.9942 61.4499 285.351
99.9942 77.2505 304.501
99.9949 45.3595 158.016
99.9942 33.6508 270.982
99.9942 10.791 55.0902
99.9942 6.75763 124.555
99.9942 19.7431 362.701
99.9942 38.7567 147.737
99.9942 83.6885 348.521
99.9948 50.8827 179.911
99.9942 61.0101 8.22335
99.9942 19.2522 257.082
99.9942 60.9725 192.727
99.9942 18.1904 305.911
99.9942 90.4019 267.162
99.9943 39.3384 216.834
99.9942 86.9891 286.911
99.9942 20.7451 220.264
99.9942 67.2484 154.152
99.9942 94.8752 149.801
99.996 61.0285 87.6933
99.9942 73.5063 168.006
99.9942 62.5335 94.2601
99.9942 16.4877 247.472
99.9942 95.894 25.5047
99.9943 36.43 224.054
99.9942 70.4178 12.0136
99.9943 86.3806 9.15341
99.9942 30.4184 254.442
99.9942 7.06786 237.833
99.9943 40.6399 124.928
99.9942 5.01642 233.753
99.9942 16.0671 46.2078
99.9942 73.4075 312.001
99.9942 63.5706 365.691
99.9942 72.5493 281.182
99.9947 73.9015 207.635
99.9942 2.98516 236.293
99.9942 24.7551 290.211
99.9971 26.5209 370.461
99.9942 70.4766 384.071
99.9942 36.9672 93.5562
99.9942 22.7997 96.0417
99.9942 79.9739 169.695
99.9942 77.1512 397.971
99.9942 60.8618 253.552
99.9942 33.6003 104.643
99.9942 69.4513 109.25
99.9942 14.9757 344.651
99.9942 10.2505 79.0464
99.9738 69.9909 166.797
99.9942 20.3242 43.4272
99.9942 51.0867 85.8586
99.9943 99.0107 16.2939
99.9942 38.4917 196.877
99.9942 44.5602 279.992
99.9942 48.3074 24.7646
99.9942 91.4857 299.805
99.9942 64.8 211.585
99.9942 13.9644 255.632
99.9942 83.7683 172.164
99.9942 47.6775 231.473
99.9942 14.9857 215.154
99.9942 87.1088 349.131
99.9942 84.3065 208.585
99.9942 8.67913 288.791
99.9944 92.9778 387.851
99.9942 25.2366 180.161
99.9942 82.991 316.051
99.9942 63.9463 287.351
99.9942 33.5499 378.431
99.9942 60.774 201.976
99.9942 48.2827 57.9111
99.9942 78.8899 278.892
99.9942 76.9825 352.291
99.9942 36.0755 53.0095
99.9942 83.4095 199.826
99.9942 33.4692 68.6865
99.9942 92.7281 27.6949
99.9942 60.8436 352.221
99.9942 16.5879 170.045
99.9942 50.4951 258.262
99.9942 15.2961 237.243
99.9942 42.8574 181.31
99.9957 89.4637 264.152
99.9942 3.42542 199.566
99.9942 88.4557 384.081
99.9943 16.7281 104.221
99.9942 30.0564 262.522
99.9942 32.6327 229.443
99.9942 56.1876 363.321
99.9942 26.6212 183.849
99.9942 85.6426 85.3274
99.9942 12.753 319.741
99.9942 43.1403 168.766
99.9942 25.066 334.041
99.9942 65.0842 4.85316
99.9942 50.5738 378.421
99.9942 15.3461 140.85
99.9942 62.3104 279.152
99.9942 47.6182 189.918
99.9942 72.3622 336.291
99.9942 70.8753 389.311
99.9942 68.6935 98.776
99.9942 89.823 228.203
99.9942 63.0384 391.521
99.9942 44.7857 252.392
99.9942 63.451 101.716
99.9942 63.0429 88.9571
99.9946 0.573837 204.345
99.9942 14.5852 381.471
99.9942 90.0027 52.1993
99.9971 82.7718 73.4602
99.9942 94.9851 256.662
99.9942 98.9408 383.151
99.9942 93.6668 215.594
99.9942 24.8052 288.331
99.9944 25.9288 271.312
99.9942 40.8251 98.3818
99.9942 61.3847 367.941
99.9944 48.6708 16.2839
99.9942 97.702 131.159
99.9942 90.7014 305.491
99.9945 43.2218 245.542
99.9942 61.6597 84.2951
99.9942 42.544 21.7444
99.9942 49.6542 157.926
99.9943 12.8031 274.262
99.9942 46.2303 378.811
99.9942 10.1905 392.371
99.9942 93.7567 62.293
99.9942 64.4894 362.861
99.9942 97.8818 197.726
99.9942 5.63684 135.292
99.9942 64.799 265.152
99.9942 61.1407 146.471
99.9944 15.8268 219.944
99.9971 71.8307 50.0387
99.9971 7.7684 298.041
99.9942 71.3295 145.405
99.9942 95.3047 34.3358
99.9942 76.8733 135.331
99.9942 66.6194 40.0066
99.9942 76.3772 345.651
99.9942 24.9156 59.1216
99.9942 0.663883 244.363
99.9943 18.3106 25.7847
99.9942 38.6445 340.441
99.9942 95.4845 344.281
99.9942 78.5419 289.381
99.9942 38.9912 86.6405
99.9746 72.617 166.258
99.9944 42.544 268.622
99.9942 26.3804 198.006
99.9942 75.8615 80.8289
99.9942 88.795 5.76321
99.995 35.6606 134.752
99.9971 69.7242 185.859
99.9942 76.278 111.242
99.9942 2.99516 4.51314
99.9942 69.3105 177.481
99.9942 61.7397 170.525
99.9942 65.4222 302.831
99.9944 43.1218 246.312
99.9942 38.1863 399.241
99.9942 9.23961 364.161
99.9942 73.526 144.559
99.9942 9.29966 92.0388
99.9942 12.9432 138.203
99.9944 7.72837 183.39
99.9953 91.5699 370.581
99.9942 88.336 322.831
99.9942 66.2457 332.211
99.9942 30.8911 258.612
99.9942 73.2792 241.833
99.9942 48.1965 43.5473
99.9943 21.8074 260.282
99.9942 61.0635 319.281
99.9942 43.5823 242.163
99.9942 96.3634 311.231
99.9942 86.241 303.101
99.9942 46.3198 81.5401
99.9944 18.1002 259.952
99.9942 75.7833 254.822
99.9943 34.8519 231.393
99.9942 32.1593 312.161
99.9942 0.934023 268.462
99.9942 43.7196 188.308
99.9942 78.701 273.762
99.9942 15.4263 293.171
99.9942 96.793 198.566
99.9945 11.6118 344.921
99.9942 68.9942 89.218
99.9942 7.72837 34.2958
99.9942 42.9306 338.761
99.9942 98.2315 346.851
99.9942 72.3523 256.582
99.9942 14.1146 94.0791
99.9942 35.7921 23.6745
99.9942 37.6169 304.981
